Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Media
14812263468,"Jun 15, 2025, 10:38:10 PM",Evening Run,Run,Didn’t think I’d see 2 bears 25 ft in front of me in the middle of the trail 😃 I think my soul left my body for a second,2528,6.43,,,false,,,activities/14812263468.gpx,,,2528.0,1853.0,6438.6,5.68,3.475,27.5,27.5,24.4,42.3,20.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6464.2,1750024832.0,3.0,20.6,20.6,14.1,0.66,1020.8,1.3,1.9,143.0,0.0,1749979008.0,1750033664.0,0.625,,,0.0,1.0,0.98,26831.0,1.0,,,,,0.0,2.547,0.0,,,,5766.0,,,,,3.489,,,,,,,,,,""
14848583419,"Jun 19, 2025, 11:11:25 AM",Morning Run,Run,Started to run on the same trail but got scared of the bears so turned around,2025,6.45,,,false,,,activities/14848583419.gpx,,,2025.0,1942.0,6449.4,4.46,3.321,24.2,24.2,22.8,42.3,5.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6473.2,1750330752.0,2.0,22.4,23.4,20.5,0.89,1010.3,2.4,5.4,203.0,0.0,1750324608.0,1750379392.0,0.75,,,0.53,5.0,0.62,12055.0,1.0,,,,,0.0,3.185,0.0,,,,6004.0,,,,,3.333,,,,,,,,,,""
14859667296,"Jun 20, 2025, 12:14:46 PM",Morning Run,Run,"",2176,6.37,,,false,,,activities/14859667296.gpx,,,2176.0,1933.0,6372.1,5.18,3.296,28.3,28.3,24.4,42.3,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6404.6,1750420736.0,2.0,19.8,17.3,13.3,0.66,1008.2,6.2,14.9,287.0,0.0,1750411008.0,1750465792.0,0.875,,,0.3,5.0,0.54,28601.0,2.0,,,,,0.0,2.928,0.0,,,,5764.0,,,,,3.313,,,,,,,,,,""
14881844330,"Jun 22, 2025, 1:45:32 PM",Morning Run,Run,"This route was actually so dysfunctional lol

Also had some shoulder pain but I think we’re good 🤩",3594,11.27,,,false,,,activities/14881844330.gpx,,,3594.0,3375.0,11273.6,5.325,3.34,64.9,64.9,22.0,42.3,8.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11352.7,1750597248.0,3.0,25.4,24.3,20.4,0.74,1016.3,4.2,11.7,254.0,0.0,1750583808.0,1750638592.0,0.875,,,0.53,5.0,1.0,28153.0,3.0,,,,,0.0,3.137,358.2,,,,10552.0,,,,,3.364,,,,,,,,,,""
14899482278,"Jun 24, 2025, 10:38:17 AM",Morning Run,Run,This was so hard for no reason,2124,6.49,,,false,,,activities/14899482278.gpx,,,2124.0,1996.0,6493.7,4.24,3.253,23.5,23.6,25.7,42.3,7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6513.7,1750759168.0,1.0,23.8,25.7,21.7,0.88,1017.8,1.2,1.8,219.0,0.0,1750756608.0,1750811392.0,0.875,,,0.0,1.0,0.15,19313.0,0.0,,,,,0.0,3.057,0.0,,,,6202.0,,,,,3.263,,,,,,,,,,""
14911415481,"Jun 25, 2025, 12:41:01 PM",Morning Run,Run,That was actually so hard,1722,4.83,,,false,,,activities/14911415481.gpx,,,1722.0,1542.0,4834.8,4.21,3.135,23.5,23.5,24.4,42.3,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4862.2,1750852864.0,1.0,28.7,31.5,22.2,0.68,1016.0,2.4,6.7,302.0,0.0,1750843008.0,1750897792.0,0.875,,,0.0,1.0,0.0,30300.0,2.0,,,,,0.0,2.808,0.0,,,,4740.0,,,,,3.153,,,,,,,,,,""
14926477851,"Jun 26, 2025, 9:26:11 PM",Evening Run,Run,"",2721,8.05,,,false,,,activities/14926477851.gpx,,,2721.0,2390.0,8049.8,4.94,3.368,44.2,44.1,23.0,42.3,10.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8100.9,1750971648.0,3.0,21.7,19.6,13.9,0.61,1019.6,3.8,6.9,42.0,0.0,1750929408.0,1750984192.0,0.125,,,0.93,5.0,1.0,27506.0,2.0,,,,,0.0,2.958,0.0,,,,7428.0,,,,,3.389,,,,,,,,,,""
14932498530,"Jun 27, 2025, 1:55:08 PM",Morning Run,Run,I def need to take a day off,1499,4.84,,,false,,,activities/14932498530.gpx,,,1499.0,1420.0,4841.4,5.44,3.409,20.9,28.5,27.6,42.7,6.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,4855.8,1751029248.0,3.0,19.7,18.7,13.7,0.68,1024.2,2.4,5.2,93.0,0.0,1751015936.0,1751070592.0,0.125,,,0.0,1.0,0.96,27520.0,3.0,,,,,0.0,3.23,0.0,,,,4358.0,,,,,3.42,,,,,,,,,,""
14956093992,"Jun 29, 2025, 6:08:22 PM",Afternoon Run,Run,[strava://athletes/68893601/23]Claudia Larissa Salgado post says it all 🤩,2695,6.44,,,false,,,activities/14956093992.gpx,,,2695.0,1973.0,6444.9,4.84,3.267,26.8,26.8,24.4,42.3,4.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6464.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.391,0.0,,,,6078.0,,,,,3.277,,,,,,,,,,""
14965675189,"Jun 30, 2025, 6:31:33 PM",Afternoon Run,Run,"",2833,8.05,,,false,,,activities/14965675189.gpx,,,2833.0,2510.0,8054.2,4.16,3.209,29.6,29.6,24.4,42.3,14.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8086.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.843,0.0,,,,7848.0,,,,,3.222,,,,,,,,,,""
14974052893,"Jul 1, 2025, 2:38:09 PM",Lunch Run,Run,Day 2 of marathon training!😎,2818,7.44,,,false,,,activities/14974052893.gpx,,,2818.0,2343.0,7442.3,4.72,3.176,40.0,40.7,30.9,48.0,20.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,7500.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.641,67.4,,,,7336.0,,,,,3.201,,,,,,,,,,""
14976118938,"Jul 1, 2025, 6:07:02 PM",Afternoon Walk,Walk,"",2598,3.48,,,false,,,activities/14976118938.gpx,,,2598.0,2530.0,3485.3,2.83,1.378,17.8,17.7,24.4,42.3,5.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.342,0.0,,,,4866.0,,,,,,,,,,,,,,,""
15005041211,"Jul 4, 2025, 1:50:59 PM",Run,Run,"",1937,6.43,,,false,,,activities/15005041211.gpx,,,1937.0,1924.0,6438.6,6.62,3.346,19.0,19.0,25.7,42.3,4.8,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,6457.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.324,0.0,,,,6030.0,,,,,,,,,,,,,,,""
15016411906,"Jul 5, 2025, 3:01:07 PM",Run,Run,"",2590,8.05,,,false,,,activities/15016411906.gpx,,,2590.0,2433.0,8050.8,5.867,3.309,74.2,63.4,21.7,44.9,10.1,0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,8199.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.108,131.2,,,,7664.0,,,,,,,,,,,,,,,""
15026942482,"Jul 6, 2025, 3:19:53 PM",short n ez,Run,"Legs were heavy
Was def slower than 8:11",1479,4.83,,,false,,,activities/15026942482.gpx,,,1479.0,1474.0,4832.1,4.18,3.278,34.0,39.4,21.7,39.7,8.9,-0.1,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,1.0,4871.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.267,0.0,,,,4610.0,,,,,3.305,,,,,,,,,,""
15047719675,"Jul 8, 2025, 3:54:44 PM",Lunch Run,Run,Was trying to explore and lowk got lost,3067,8.34,,,false,,,activities/15047719675.gpx,,,3067.0,2539.0,8348.5,4.49,3.288,45.9,59.8,24.4,49.7,15.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8401.2,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.722,0.0,,,,7790.0,,,,,3.309,,,,,,,,,,""
15048131341,"Jul 8, 2025, 4:46:43 PM",Afternoon Walk,Walk,Post run walk and 4x20 sec strides,2023,3.15,,,false,,,activities/15048131341.gpx,,,2023.0,1934.0,3154.8,5.14,1.631,16.5,2.6,25.7,42.3,4.3,0.4,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.559,0.0,,,,3930.0,,,,,,,,,,,,,,,""
15080177317,"Jul 11, 2025, 3:05:17 PM",Lunch Run,Run,"",2106,6.49,,,false,,,activities/15080177317.gpx,,,2106.0,1863.0,6491.9,4.56,3.485,32.3,15.5,24.3,41.7,7.3,0.3,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6556.4,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.083,38.1,,,,5826.0,,,,,3.519,,,,,,,,,,""
15080227185,"Jul 11, 2025, 3:42:15 PM",Lunch Run,Run,4 x 30 sec strides,283,0.55,,,false,,,activities/15080227185.gpx,,,283.0,130.0,556.5,6.78,4.281,0.0,0.0,41.5,42.1,1.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,557.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.966,0.0,,,,372.0,,,,,4.285,,,,,,,,,,""
15100330341,"Jul 13, 2025, 12:14:24 PM",Morning Run,Run,+ 4 x 30 sec strides w dad!,2927,8.64,,,false,,,activities/15100330341.gpx,,,2927.0,2551.0,8646.5,5.86,3.389,33.3,33.2,24.3,42.2,6.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8680.1,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.954,35.3,,,,7938.0,,,,,3.403,,,,,,,,,,""
15110721298,"Jul 14, 2025, 12:33:06 PM",Morning Run,Run,"Went 6 but forgot to restart Strava 😭
+ 2 x 30 sec strides",3813,9.19,,,false,,,activities/15110721298.gpx,,,3813.0,2864.0,9193.3,5.16,3.21,51.9,51.1,24.3,50.1,23.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9299.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.411,33.1,,,,8790.0,,,,,3.247,,,,,,,,,,""
15155125474,"Jul 18, 2025, 12:43:14 PM",Morning Run,Run,+ 4 x 30 sec strides,3935,11.36,,,false,,,activities/15155125474.gpx,,,3935.0,3549.0,11363.7,5.42,3.202,75.5,75.5,17.6,50.2,23.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,11484.9,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.888,19.8,,,,10912.0,,,,,3.236,,,,,,,,,,""
15166521171,"Jul 19, 2025, 2:13:12 PM",Morning Run,Run,"",2358,8.05,,,false,,,activities/15166521171.gpx,,,2358.0,2351.0,8056.1,13.64,3.427,46.3,46.4,21.6,39.7,8.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8122.7,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.416,0.0,,,,7338.0,0.0,,,,3.455,,,,,,,,,,""
15178851224,"Jul 20, 2025, 4:03:07 PM",Lunch Run,Run,Lowkey rough 🫠,2069,6.44,,,false,,,activities/15178851224.gpx,,,2069.0,1951.0,6441.3,5.92,3.302,43.7,43.8,21.6,40.0,9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6504.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.113,0.0,,,,6100.0,0.0,,,,3.334,,,,,,,,,,""
15196386638,"Jul 22, 2025, 10:25:31 AM",Morning Run,Run,Tempo,2386,8.05,,,false,,,activities/15196386638.gpx,,,2386.0,2307.0,8056.6,4.86,3.492,30.8,30.7,25.6,42.3,4.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8080.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.377,0.0,,,,7144.0,0.0,,,,3.502,,,,,,,,,,""
15211441206,"Jul 23, 2025, 2:46:20 PM",Lunch Run,Run,"",5653,16.10,,,false,,,activities/15211441206.gpx,,,5653.0,4971.0,16099.9,4.54,3.239,66.3,66.5,24.3,45.1,6.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,16172.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.848,33.3,,,,15414.0,0.0,,,,3.253,,,,,,,,,,""
15231195833,"Jul 25, 2025, 12:11:41 PM",Morning Run,Run,"",2223,6.25,,,false,,,activities/15231195833.gpx,,,2223.0,1913.0,6256.4,4.4,3.27,28.6,28.6,24.3,42.2,6.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,6286.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.814,35.6,,,,5932.0,0.0,,,,3.286,,,,,,,,,,""
15241968157,"Jul 26, 2025, 12:29:09 PM",Morning Run,Run,"",3189,9.70,,,false,,,activities/15241968157.gpx,,,3189.0,3000.0,9708.3,4.42,3.236,41.8,41.7,24.3,42.2,8.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9747.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.044,36.8,,,,9400.0,0.0,,,,3.249,,,,,,,,,,""
15254861797,"Jul 27, 2025, 3:03:08 PM",Lunch Walk,Walk,"",2410,3.94,,,false,,,activities/15254861797.gpx,,,2410.0,2410.0,3948.2,2.493,1.638,18.0,9.5,24.3,33.9,6.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.638,34.0,,,,5010.0,0.0,,,,,,,,,,,,,,""
15255072210,"Jul 27, 2025, 3:43:26 PM",Run,Walk,"",1076,3.34,,,false,,,activities/15255072210.gpx,,,1076.0,997.0,3348.1,5.32,3.358,23.1,15.4,26.8,42.3,8.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.112,0.0,,,,3146.0,0.0,,,,,,,,,,,,,,""
15263131165,"Jul 28, 2025, 12:18:29 PM",Morning Run,Run,Too hot 🥵,2799,8.05,,,false,,,activities/15263131165.gpx,,,2799.0,2501.0,8051.1,4.35,3.219,33.4,33.3,24.3,42.2,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8083.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.876,32.1,,,,7680.0,0.0,,,,3.232,,,,,,,,,,""
15288952359,"Jul 30, 2025, 4:27:58 PM",Back in the 608 😎,Run,Run in the rain 🙃,3036,9.68,,,false,,,activities/15288952359.gpx,,,3036.0,2853.0,9686.0,5.0,3.395,53.0,53.2,271.9,289.3,7.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,9757.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19,119.4,,,,9060.0,0.0,,,,3.42,,,,,,,,,,""
15298651201,"Jul 31, 2025, 2:22:41 PM",Morning Run,Run,+ 6 x 20 sec strides,2621,8.07,,,false,,,activities/15298651201.gpx,,,2621.0,2380.0,8074.8,7.18,3.393,35.8,34.9,271.4,289.3,7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,8121.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.081,117.8,,,,7450.0,0.0,,,,3.412,,,,,,,,,,""
15310165340,"Aug 1, 2025, 3:16:06 PM",Lunch Run,Run,Lowkey copied [strava://athletes/68893601/23]Claudia Larissa Salgado on this one 😆,4821,16.10,,,false,,,activities/15310165340.gpx,,,4821.0,4753.0,16100.5,4.86,3.387,50.8,50.8,260.7,269.8,7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,16165.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,14297.1,,,,14996.0,0.0,,,,3.401,,,,,,,,,,""
